Subject,Trial,Saccade #,Start_X_Coord,Start_Y_Coord,End_X_Coord,End_Y_Coord,Start_ROI,End_ROI,feature
18.0,0,0,936.6,449.8,951.4,450.4,out,out,"[ 2.16653182e+01 -1.47039113e+01  2.13431649e+01  1.35495537e+01  5.62119083e+00  9.18802781e+00  4.85250032e+04 -7.72732996e+02  8.78683907e+03  1.80212065e+04  1.53275336e+02  3.62573029e+03  8.76784694e+01  1.48121572e+01  1.30000000e-02]"
18.0,0,1,952.3,446.7,939.1,446.9,out,out,"[ 2.55178696e+01 -1.20101920e+01  1.61025151e+01  2.11749055e+01  6.69075954e+00  8.03046939e+00  4.64910902e+04 -7.11332728e+02  7.60931193e+03  1.67452822e+04  1.38376406e+02  3.34772677e+03 -8.91319486e+01  1.32015151e+01  1.00000000e-02]"
18.0,0,2,940.6,452.8,1008.2,455.8,out,out,"[ 1.50217149e-01 -7.34763351e-02  2.82938322e-01  1.26799220e-01  1.13489572e-01  2.37723858e-01  1.14090265e+04 -1.08113367e+01  4.88321008e+02  4.31803944e+03  1.92379212e+02  1.88720808e+02  8.74589552e+01  6.76665353e+01  2.70000000e-02]"
18.0,0,3,1012.9,456.2,937.6,442.4,out,out,"[ 1.17499636e+03 -7.01978269e-02  2.76853025e+00  1.95648140e+02  1.36368237e+00  2.34495910e+00  1.52799174e+04 -3.16367178e-02  9.56193000e+02  6.00048338e+03  7.47010949e+00  5.83115793e+02 -1.00385177e+02  7.65540985e+01  1.14000000e-01]"
18.0,0,4,941.7,445.0,930.2,463.0,out,out,"[ 2.93969052e+01 -2.34736924e+01  3.09497124e+01  1.85538194e+01  8.91591285e+00  1.17374158e+01  4.97879464e+04 -9.06079444e+02  1.48460826e+04  1.76651151e+04  1.77478602e+02  5.98318218e+03 -3.25740571e+01  2.13600094e+01  1.40000000e-02]"
18.0,0,5,928.6,478.3,949.0,453.2,eye,out,"[ 1.38415072e-01 -2.17792835e-01  5.34160205e+00  1.20688875e-01  3.14087383e-01  2.17582191e+00  5.80986242e+03 -1.47567021e+02  1.10897804e+03  3.15521994e+03  1.50899684e+02  6.37358542e+02  1.40897548e+02  3.23445513e+01  1.10000000e-02]"
18.0,0,6,956.9,448.9,942.7,448.4,out,out,"[ 2.97089870e+01 -2.01838101e+01  3.00149498e+01  2.51569015e+01  1.14380711e+01  1.27980095e+01  4.56129081e+04 -8.44149848e+02  1.27852887e+04  1.57633946e+04  1.64303205e+02  5.36779762e+03 -9.20166239e+01  1.42088001e+01  1.00000000e-02]"
18.0,0,7,950.8,453.2,1043.5,462.2,out,out,"[ 1.49405015e-01 -7.51724905e-02  2.34931853e-01  1.20866261e-01  1.08129816e-01  2.05553172e-01  1.14046225e+04  3.52618000e+02  5.12334344e+02  4.23138465e+03  1.74252275e+02  1.89897291e+02  8.44546827e+01  9.31358685e+01  3.20000000e-02]"
18.0,0,8,1045.6,483.2,1113.5,536.3,eye,out,"[ 1.18758813e+03  9.34585204e-02  2.84093264e+00  2.09388415e+02  1.46279611e+00  2.30275377e+00  1.82448657e+04 -1.80926846e+00  9.85670853e+02  7.52467113e+03  8.06761443e+00  5.82220325e+02  5.19734406e+01  8.61975638e+01  8.90000000e-02]"
18.0,0,9,1115.9,514.9,1123.3,533.8,out,out,"[ 2.31228197e+01 -2.15981818e+01  3.25587809e+01  1.18376713e+01  6.66565721e+00  1.17191775e+01  4.80297662e+04 -8.83985660e+02  1.39984075e+04  1.71048455e+04  1.71022757e+02  5.83922944e+03  2.13820517e+01  2.02970441e+01  1.90000000e-02]"
18.0,0,10,1119.0,540.0,1012.4,454.3,out,out,"[ 2.33609954e+00  1.38737191e+00  2.10179795e+00  4.13284433e-01  2.50326675e-01  7.19616182e-01  3.19518132e+03  2.11190982e+02  1.82900216e+03  1.17995362e+03  1.06693146e+02  6.53145659e+02 -1.28797192e+02  1.36777374e+02  3.50000000e-02]"
18.0,0,11,1006.3,446.6,935.9,548.2,out,mouth_nose,"[ 6.57559243e+00 -6.03555768e+00  5.90860570e+00  1.10487926e+00  9.04483441e-01  1.40927052e+00  4.02497856e+03 -7.09179273e+01  2.49615146e+03  1.65505224e+03  1.32890023e+02  1.02025577e+03 -3.47186066e+01  1.23607120e+02  2.80000000e-02]"
18.0,0,12,936.9,553.6,885.7,455.2,mouth_nose,out,"[ 1.65053077e+03  2.68063200e-01  3.01031488e+00  2.10416743e+02  1.47485451e+00  2.36213271e+00  1.59431809e+04 -8.10368693e-01  9.51326063e+02  6.70660295e+03  7.51556544e+00  5.81297463e+02 -1.52510903e+02  1.10923397e+02  1.16000000e-01]"
18.0,0,13,893.9,481.8,812.3,869.5,eye,out,"[ 6.53548879e+00 -4.81020951e+00  3.73627277e+00  1.46613519e+00  7.09649037e-01  7.45183332e-01  4.78916542e+03 -7.13780055e+01  4.32669081e+04  1.62953096e+03  1.23445236e+02  1.48002874e+04 -1.18856788e+01  3.96194207e+02  5.20000000e-02]"
18.0,0,14,806.5,865.7,721.2,948.0,out,out,"[ 7.21706135e+00 -7.34427382e-01  2.38241590e-01  2.11751313e+00  6.05718916e-01  1.95821208e-01  3.97533563e+03 -1.75140364e+02  2.01469826e+04  1.78358739e+03  1.09827952e+02  8.33572200e+03 -4.60254713e+01  1.18530081e+02  1.80000000e-02]"
18.0,0,15,720.1,968.3,691.6,967.1,out,out,"[ 4.34643487e+01 -2.67847163e+01  2.97930852e+01  3.09708046e+01  1.17633498e+01  8.79422479e+00  2.13283205e+04 -7.51138563e+02  3.95060893e+04  7.27088016e+03  1.59630439e+02  1.41844936e+04 -9.24110297e+01  2.85252520e+01  1.60000000e-02]"
18.0,0,16,689.8,969.0,697.7,955.4,out,out,"[ 5.27864576e+01 -3.11543482e+01  3.79248568e+01  3.95179056e+01  1.48362947e+01  1.41492410e+01  2.34038611e+04 -7.86220045e+02  3.90208929e+04  7.52772204e+03  1.64501995e+02  1.45600352e+04  1.49848452e+02  1.57280005e+01  1.20000000e-02]"
18.0,0,17,698.4,947.4,839.5,947.4,out,out,"[ 4.10291121e+01 -3.09113959e+01  2.81037273e+01  1.34324054e+01  6.09056046e+00  5.93394677e+00  2.26182968e+04 -7.76119747e+02  3.98652867e+04  7.54335911e+03  1.67914581e+02  1.46945771e+04  9.00000000e+01  1.41100000e+02  3.50000000e-02]"
18.0,0,18,853.9,948.5,816.0,967.9,out,out,"[ 1.65216027e+01 -1.28659399e+01  1.89443325e+01  9.96449239e+00  4.57443320e+00  4.23997268e+00  5.74156996e+03 -3.94401184e+02  4.33758927e+04  1.97528100e+03  8.93817375e+01  1.56198051e+04 -6.28933032e+01  4.25766368e+01  2.00000000e-02]"
18.0,1,0,929.4,453.4,950.3,472.6,out,eye,"[ 1.08424741e+03 -4.11025825e-01  2.88717947e+00  1.92374670e+02  1.40205377e+00  2.34048420e+00  1.65350216e+04 -5.76193681e-01  9.66625703e+02  6.73014346e+03  7.41041065e+00  5.90158341e+02  4.74275445e+01  2.83804510e+01  8.80000000e-02]"
18.0,1,1,961.3,458.1,943.8,454.7,out,out,"[ 2.96417256e+01 -2.31274238e+01  3.53656363e+01  2.09817237e+01  1.00493358e+01  1.42271831e+01  4.66520276e+04 -9.05660260e+02  1.65525517e+04  1.68970287e+04  1.80107365e+02  6.57117099e+03 -1.00994777e+02  1.78272264e+01  1.40000000e-02]"
18.0,1,2,932.6,454.2,951.4,456.6,out,out,"[ 1.31529369e+03 -2.51383531e-02  2.53300649e+00  2.08543208e+02  1.43016381e+00  1.99095612e+00  1.63545861e+04 -1.07590519e+00  9.04952656e+02  6.56218260e+03  7.69208560e+00  5.34125079e+02  8.27249950e+01  1.89525724e+01  9.30000000e-02]"
18.0,1,3,963.5,453.7,951.9,457.2,out,out,"[ 3.88128789e+01 -2.54240266e+01  3.77473521e+01  3.21831039e+01  1.38082993e+01  1.76082126e+01  4.33855209e+04 -8.93288373e+02  1.78578207e+04  1.52874410e+04  1.74192337e+02  7.05080415e+03 -7.32101696e+01  1.21165177e+01  1.00000000e-02]"
18.0,1,4,950.9,463.5,939.4,528.2,out,eye,"[ 1.56967367e+00 -1.64732819e+00  2.23939292e+00  3.55061195e-01  3.96068947e-01  9.11746139e-01  4.70814386e+02 -1.56937954e+01  1.06894796e+04  2.20573041e+02  5.71868473e+01  4.61785544e+03 -1.00786904e+01  6.57140776e+01  2.00000000e-02]"
18.0,1,5,927.7,550.6,934.0,582.9,mouth_nose,mouth_nose,"[ 1.32444743e+03 -2.90539451e-01  2.88425609e+00  2.12204736e+02  1.50348659e+00  2.28561438e+00  1.61805187e+04 -1.28828362e-01  9.26838414e+02  6.60058813e+03  7.71131142e+00  5.52643147e+02  1.10367723e+01  3.29086615e+01  7.90000000e-02]"
18.0,1,6,953.1,551.2,944.0,498.6,mouth_nose,eye,"[ 1.88006746e+01 -2.04952647e+01  3.80502196e+01  5.34348699e+00  4.40301531e+00  9.87269052e+00  4.55688518e+04 -9.54561454e+02  2.04787276e+04  1.49970337e+04  1.78506022e+02  7.86870918e+03 -1.70184767e+02  5.33813638e+01  3.50000000e-02]"
18.0,1,7,949.0,500.9,928.6,426.8,eye,out,"[ 4.12269160e-01  5.95095325e-01  4.04653751e+00  1.19299480e-01  2.09087430e-01  1.18079569e+00  2.30902755e+02  3.24050946e+01  1.59377112e+03  9.17152583e+01  4.03537658e+01  6.24417635e+02 -1.64607576e+02  7.68568149e+01  3.10000000e-02]"
18.0,1,8,921.6,418.9,877.7,416.9,out,out,"[ 3.38693755e+00  2.56168404e-02  2.99863013e-01  7.85348620e-01  2.33300827e-01  2.61223761e-01  2.79383402e+03 -1.36343932e+02  3.26885822e+02  1.35298820e+03  1.01775741e+02  1.63161869e+02 -9.26084824e+01  4.39455345e+01  1.50000000e-02]"
18.0,1,9,873.4,422.1,941.7,480.7,out,eye,"[ 1.95522598e-01 -7.79752608e-02  2.59710570e-01  1.58427617e-01  1.17475300e-01  2.26540996e-01  1.20448226e+04  5.22504116e+02  6.47438898e+03  4.77486796e+03  2.01836800e+02  2.63577953e+03  4.93710829e+01  8.99936109e+01  2.40000000e-02]"
