Subject,Trial,Saccade #,Start_X_Coord,Start_Y_Coord,End_X_Coord,End_Y_Coord,Start_ROI,End_ROI,feature
3.0,0,0,917.5,491.2,867.9,473.4,eye,eye,"[ 2.42600226e+00  5.81446091e-01  7.11995930e-01  4.25367375e-01  2.10094146e-01  3.83766399e-01  9.57105606e+02  2.94717253e+01  4.12748133e+02  4.34464529e+02  6.78513256e+01  1.81389837e+02 -1.09741589e+02  5.26972485e+01  2.10000000e-02]"
3.0,0,1,864.0,480.3,906.8,496.3,eye,eye,"[ 3.70946108e+01 -3.08295681e+01  5.55303422e+01  1.58027560e+01  8.87776296e+00  2.50788996e+01  3.67003389e+04 -9.52946359e+02  3.09596110e+04  1.24893719e+04  1.90248481e+02  1.15857700e+04  6.95026595e+01  4.56928878e+01  1.80000000e-02]"
3.0,0,2,915.6,513.1,976.7,473.6,eye,eye,"[ 2.26179157e-01 -7.34249464e-01  3.76978762e+00  1.38106530e-01  2.76145000e-01  1.09910258e+00  6.04810077e+03 -3.12144359e+02  1.35246053e+03  2.12388646e+03  1.35217951e+02  4.96471497e+02  1.22881908e+02  7.27561681e+01  3.40000000e-02]"
3.0,0,3,973.0,483.7,872.3,485.3,eye,eye,"[ 5.69093318e+00 -1.39145830e-01  1.36083183e-01  1.04324921e+00  2.41753890e-01  1.11289451e-01  2.50454409e+03  3.82250582e+00  1.79850394e+02  1.16865496e+03  6.61329397e+01  8.60893600e+01 -8.90897166e+01  1.00712710e+02  2.00000000e-02]"
3.0,0,4,871.6,494.3,861.4,491.4,eye,eye,"[ 5.55892436e+01 -3.39416983e+01  8.46699662e+01  4.11712090e+01  1.72479660e+01  4.87776874e+01  2.62425645e+04 -8.19389339e+02  3.02033120e+04  9.13239452e+03  1.71686549e+02  1.12659199e+04 -1.05871179e+02  1.06042444e+01  9.00000000e-03]"
3.0,0,5,858.9,492.8,849.8,490.4,eye,eye,"[ 5.41047438e+01 -3.34820370e+01  8.62337849e+01  4.08192118e+01  1.65413308e+01  4.97452239e+01  2.62376813e+04 -8.23081065e+02  3.15020394e+04  8.84033854e+03  1.73888863e+02  1.16249647e+04 -1.04774550e+02  9.41116358e+00  9.00000000e-03]"
3.0,0,6,830.4,498.1,968.8,398.0,eye,out,"[ 1.22345616e+03  2.93766080e-01  2.35695572e+00  2.23285520e+02  1.45623098e+00  1.91440951e+00  1.70322072e+04 -1.11472876e+00  9.64409441e+02  6.64068163e+03  7.45127716e+00  5.63340681e+02  1.25876933e+02  1.70805650e+02  8.90000000e-02]"
3.0,0,7,957.2,404.5,947.5,469.6,out,out,"[ 2.03393414e+00 -1.92788416e+00  2.77572453e+00  4.14069790e-01  4.76084420e-01  1.25034952e+00  2.16765343e+02 -2.82567067e+00  4.08540964e+04  1.35806918e+02  3.50294669e+01  1.82207700e+04 -8.47480851e+00  6.58186904e+01  1.00000000e-02]"
3.0,0,8,945.7,493.2,998.0,480.7,eye,eye,"[ 1.60809915e-01 -5.67750527e-01  3.29918082e+00  1.08716847e-01  2.34250620e-01  1.04869317e+00  2.19483966e+04 -1.39688907e+02  4.41436310e+02  1.06220214e+04  2.23067443e+02  2.48896809e+02  1.03441857e+02  5.37730416e+01  1.20000000e-02]"
3.0,0,9,984.7,483.3,907.9,564.1,eye,mouth_nose,"[ 5.69474592e+00 -4.82026903e+00  4.71208851e+00  1.16656046e+00  9.82018615e-01  1.62854994e+00  8.85973765e+03 -4.26684499e+02  4.97070968e+03  3.18140742e+03  1.69584747e+02  1.82594342e+03 -4.35461045e+01  1.11475917e+02  3.50000000e-02]"
3.0,0,10,919.2,595.1,997.4,987.1,mouth_nose,out,"[ 1.34745637e+00 -1.02568386e+00  9.23442824e-01  5.29590060e-01  3.09972671e-01  4.02000561e-01  1.39688929e+04  5.84989415e+02  4.05971183e+04  4.43465585e+03  1.79512553e+02  1.41297369e+04  1.12818215e+01  3.99723955e+02  7.00000000e-02]"
3.0,0,11,995.0,999.3,1048.9,1027.0,out,out,"[ 2.10695633e-01 -3.05251496e-02  8.88340935e-02  1.87663125e-01  6.82591429e-02  7.65498324e-02  1.94375414e+04  6.22388684e+02  2.80280118e+03  7.31487520e+03  2.14654307e+02  1.12343480e+03  6.28007041e+01  6.06011551e+01  2.60000000e-02]"
3.0,0,12,1050.2,1022.7,1050.1,952.5,out,out,"[ 1.21384680e-01 -9.61701532e-02  2.60083090e+00  1.02395707e-01  1.37790517e-01  9.41004937e-01  3.27051036e+02 -8.47960349e+01  1.15370510e+04  1.22244981e+02  4.07468998e+01  4.38459667e+03 -1.79918382e+02  7.02000712e+01  3.00000000e-02]"
3.0,0,13,1048.9,958.5,988.9,983.2,out,out,"[ 3.64469191e+00 -4.37509795e-01  2.24418876e-01  7.28096160e-01  3.80776728e-01  1.81670533e-01  1.91820684e+03  3.64654254e+01  5.24019778e+03  8.88353406e+02  9.13933483e+01  2.31802965e+03 -6.76246680e+01  6.48852063e+01  1.90000000e-02]"
3.0,0,14,978.5,984.6,944.7,983.1,out,out,"[ 3.44856044e+00  1.10526611e-02  1.35738193e-01  6.38816409e-01  2.36270579e-01  1.16897843e-01  7.35993003e+02  4.98303996e+01  2.97774711e+02  4.25854077e+02  5.08599603e+01  1.65804902e+02 -9.25410448e+01  3.38332677e+01  1.10000000e-02]"
3.0,0,15,930.2,987.9,1047.8,830.1,out,out,"[1.29843631e+03 1.24967534e-01 1.90210007e+00 1.94713778e+02 1.44600247e+00 1.59347361e+00 1.69667057e+04 6.41354807e-01 9.49974998e+02 6.88482142e+03 7.66683661e+00 5.68027829e+02 1.43304784e+02 1.96800915e+02 8.50000000e-02]"
3.0,0,16,1041.9,778.5,934.7,901.9,out,out,"[ 1.13551327e+01 -6.06388422e+00  3.69081725e+00  3.25625133e+00  1.30373023e+00  1.17372626e+00  3.45540215e+04 -9.22828620e+02  3.51429393e+04  1.15875247e+04  2.17551427e+02  1.33878689e+04 -4.09814867e+01  1.63460699e+02  2.30000000e-02]"
3.0,1,0,919.6,498.9,913.6,499.0,eye,eye,"[ 6.07080726e+01 -3.29568340e+01  6.51066142e+01  5.21485182e+01  1.94770033e+01  3.78955936e+01  3.46441637e+04 -9.06529872e+02  2.83991267e+04  1.21506748e+04  1.89924223e+02  1.09116253e+04 -8.90451587e+01  6.00083328e+00  7.00000000e-03]"
3.0,1,1,908.4,504.4,862.6,478.5,eye,eye,"[ 3.22345298e+00  1.23246876e+00  1.63484081e+00  6.87569256e-01  3.59480694e-01  7.65117380e-01  2.37200395e+03 -3.83092441e+01  1.02707766e+03  1.15888109e+03  1.03630216e+02  5.31420296e+02 -1.19488254e+02  5.26160622e+01  1.40000000e-02]"
3.0,1,2,866.4,481.1,985.4,469.7,eye,out,"[ 1.93313533e-01 -4.21092761e-01  1.45627782e+00  1.03111036e-01  1.73061887e-01  7.08473090e-01  3.40192765e+04 -4.54240800e+02  4.95243474e+02  1.19772980e+04  2.18345842e+02  1.83236470e+02  9.54721403e+01  1.19544803e+02  3.20000000e-02]"
3.0,1,3,1004.5,511.3,922.5,557.3,eye,mouth_nose,"[ 4.45242460e+00 -2.70898344e+00  2.27051681e+00  9.94679018e-01  8.32206825e-01  1.17016512e+00  1.40794907e+04 -5.02345138e+02  2.09472527e+03  5.03892631e+03  1.83878581e+02  7.49316424e+02 -6.07086378e+01  9.40212742e+01  3.40000000e-02]"
3.0,1,4,918.4,581.5,915.6,908.0,mouth_nose,out,"[ 1.78661328e+00 -1.68166362e+00  1.75616990e+00  4.84177926e-01  3.19507924e-01  4.58971394e-01  1.95212960e+03  1.68421408e+02  3.70701158e+04  5.87522517e+02  7.67638212e+01  1.23419834e+04 -4.91345329e-01  3.26512006e+02  7.50000000e-02]"
3.0,1,5,898.5,928.0,875.0,934.7,out,out,"[ 1.45861793e+00  5.14317091e-01  1.42895379e+00  4.20527892e-01  3.83583155e-01  1.07385899e+00  2.94820362e+03  2.83384732e+02  4.76101335e+04  1.05433435e+03  7.16897013e+01  1.76012721e+04 -7.40868108e+01  2.44364482e+01  1.40000000e-02]"
3.0,1,6,866.2,942.1,894.2,932.2,out,out,"[ 2.17452760e-01 -2.93050029e-01  6.92241730e-01  1.34347182e-01  1.18092931e-01  2.57837400e-01  6.40773090e+03 -1.39164629e+02  1.63905244e+02  2.62820942e+03  1.26169337e+02  6.81212495e+01  1.09472139e+02  2.96986532e+01  2.40000000e-02]"
3.0,1,7,891.7,934.1,856.2,948.4,out,out,"[ 4.79895248e+00 -1.23154203e+00  5.87918946e-01  1.83203500e+00  7.01823445e-01  4.28573702e-01  4.97609136e+04 -7.38755232e+02  1.42970535e+03  1.74264650e+04  2.26024997e+02  6.65526214e+02 -6.80595908e+01  3.82719218e+01  1.70000000e-02]"
3.0,1,8,855.6,952.9,821.0,955.0,out,out,"[ 4.74998611e+00 -2.86503153e-01  1.14769117e-01  1.15540946e+00  2.89146415e-01  9.26518742e-02  1.94351142e+03 -3.51560046e+01  2.40886663e+02  1.13219282e+03  7.85515337e+01  1.44406816e+02 -8.65267711e+01  3.46636697e+01  1.00000000e-02]"
3.0,1,9,814.5,952.1,858.5,663.5,out,out,"[ 1.05948000e-01 -2.47827604e-01  7.74188125e+00  8.24246164e-02  3.55869106e-01  2.81758739e+00  2.06647093e+03 -1.93273859e+02  1.30572903e+04  6.79497777e+02  7.70816953e+01  4.72851456e+03  1.71331430e+02  2.91934856e+02  5.20000000e-02]"
3.0,1,10,858.3,660.6,883.1,512.3,out,eye,"[ 1.02306261e-01 -2.36531331e-01  6.71129460e+00  9.11884163e-02  3.25461879e-01  2.62027293e+00  1.63344998e+03 -1.84056587e+02  1.00099934e+04  5.42319730e+02  7.88487355e+01  3.60144869e+03  1.70506355e+02  1.50359336e+02  4.30000000e-02]"
