Subject,Trial,Saccade #,Start_X_Coord,Start_Y_Coord,End_X_Coord,End_Y_Coord,Start_ROI,End_ROI,feature
15.0,0,0,908.0,521.2,949.1,513.4,eye,eye,"[ 2.59879659e-01 -3.36833364e-01  1.52661826e+00  2.05540671e-01  2.68090979e-01  1.06279833e+00  1.33976534e+04 -2.86075263e+02  1.06940070e+03  6.44246116e+03  2.29041019e+02  5.33709083e+02  1.00745857e+02  4.18335989e+01  1.40000000e-02]"
15.0,0,1,969.5,503.7,972.9,481.0,eye,eye,"[ 9.78745143e+00 -1.13957801e+01  2.20167803e+01  2.35706826e+00  2.70183036e+00  6.49366711e+00  5.14377122e+04 -7.96784404e+02  1.01223266e+04  1.75797974e+04  1.48912802e+02  4.23174880e+03  1.71481577e+02  2.29532133e+01  4.70000000e-02]"
15.0,0,2,969.8,483.6,913.1,559.4,eye,mouth_nose,"[ 6.11925029e+00 -4.40180643e+00  3.70038602e+00  1.18902612e+00  9.08227600e-01  1.28653245e+00  3.25165288e+03 -1.78153512e+02  7.21641183e+03  1.47743415e+03  1.23561322e+02  3.19616779e+03 -3.67972641e+01  9.46600761e+01  1.90000000e-02]"
15.0,0,3,914.6,566.0,980.0,477.6,mouth_nose,eye,"[1.49792870e+00 2.67827678e-01 4.87499132e+00 1.06459351e+00 7.42834305e-01 1.73722695e+00 4.63142394e+04 8.03925252e+02 1.34800511e+04 1.72276013e+04 1.67746550e+02 5.49746728e+03 1.43505260e+02 1.09962357e+02 3.30000000e-02]"
15.0,0,4,982.7,481.1,917.6,559.7,eye,mouth_nose,"[ 6.37584332e+00 -4.14803798e+00  3.26076101e+00  1.33149455e+00  9.04478728e-01  1.20509684e+00  2.72127825e+03 -9.12852437e+01  9.18083069e+03  1.27868964e+03  1.06171584e+02  4.05202924e+03 -3.96330589e+01  1.02058660e+02  1.80000000e-02]"
15.0,0,5,913.1,581.0,912.7,474.9,mouth_nose,eye,"[ 9.94160510e-02 -6.93161873e-02  5.83224243e+00  8.85125354e-02  2.57951016e-01  2.09494894e+00  6.43483813e+02 -1.08543671e+02  6.44981994e+03  2.22027597e+02  6.04307524e+01  2.31673335e+03 -1.79783994e+02  1.06100754e+02  3.80000000e-02]"
15.0,0,6,916.6,481.9,949.6,473.8,eye,eye,"[ 2.69235725e-01 -5.71006144e-01  3.13654770e+00  2.17536965e-01  3.73065217e-01  1.77024929e+00  2.26453155e+04 -2.67543567e+02  1.05396688e+03  1.18491586e+04  2.77755572e+02  6.52846020e+02  1.03790867e+02  3.39795527e+01  8.00000000e-03]"
15.0,0,7,971.5,491.3,892.8,481.1,eye,eye,"[ 4.05278465e+00  3.41318194e-01  3.86667921e-01  8.08658680e-01  2.37543301e-01  3.07100780e-01  3.42722717e+03 -1.29298834e+02  3.93290514e+02  1.52674745e+03  9.73790429e+01  1.79585576e+02 -9.73847172e+01  7.93582384e+01  2.10000000e-02]"
15.0,0,8,889.0,483.0,955.1,476.2,eye,eye,"[ 1.61436475e+01 -1.90926103e+01  3.25306231e+01  4.45346767e+00  4.05380241e+00  9.69263964e+00  4.72384960e+04 -8.41577746e+02  1.14492627e+04  1.68282031e+04  1.67592957e+02  4.99667602e+03  9.58736085e+01  6.64488525e+01  2.30000000e-02]"
15.0,0,9,965.2,484.0,910.5,566.4,eye,mouth_nose,"[ 4.43894422e+00 -4.17695551e+00  4.42900276e+00  8.52046120e-01  7.80353979e-01  1.39779972e+00  4.30350226e+03 -3.01537946e+02  5.24940723e+03  1.54226548e+03  1.29936615e+02  1.83919078e+03 -3.35775970e+01  9.89032355e+01  3.90000000e-02]"
15.0,0,10,908.5,574.3,960.4,906.5,mouth_nose,out,"[ 1.16483354e+00 -1.03626508e+00  1.11507408e+00  5.06894859e-01  3.38676796e-01  4.89771586e-01  8.22107515e+03  4.53420872e+02  4.78146594e+04  2.83099922e+03  1.56241983e+02  1.71150646e+04  8.87960688e+00  3.36229758e+02  4.00000000e-02]"
15.0,0,11,990.5,902.5,1147.8,884.3,out,out,"[ 7.34427569e-01 -1.16044272e+00  2.11925506e+00  2.48845986e-01  2.42547341e-01  4.69286122e-01  2.92932866e+04 -2.25414670e+01  6.07281764e+02  1.05167464e+04  2.04883156e+02  2.41636726e+02  9.65999170e+01  1.58349392e+02  3.10000000e-02]"
15.0,0,12,1151.4,881.9,774.4,980.2,out,out,"[ 7.36487922e+00  1.80508204e+00  9.04070524e-01  1.64534640e+00  6.39108550e-01  5.29365449e-01  2.47066426e+04  8.04682908e+02  3.99598688e+04  8.08505936e+03  1.71357478e+02  1.41819107e+04 -7.53859316e+01  3.89604787e+02  4.80000000e-02]"
15.0,0,13,768.4,983.5,634.1,902.4,out,out,"[ 4.40219228e+00  1.84794342e+00  1.67624489e+00  9.30640552e-01  3.58586787e-01  4.55450157e-01  4.61629077e+03  2.00840121e+02  1.39415480e+03  1.81477128e+03  1.12137829e+02  5.52119287e+02 -1.21126599e+02  1.56887539e+02  2.90000000e-02]"
15.0,0,14,641.8,908.7,560.1,895.8,out,out,"[ 6.06103466e+00  6.78385033e-01  2.88455456e-01  1.41811348e+00  2.98897298e-01  1.72391375e-01  2.97623909e+03  5.90493619e+01  2.48358497e+02  1.35941322e+03  8.49087107e+01  1.13249200e+02 -9.89726266e+01  8.27121515e+01  2.00000000e-02]"
15.0,0,15,565.8,897.8,1056.0,1027.5,out,out,"[ 1.06157460e+00 -1.00045160e+00  1.10717042e+00  4.50227141e-01  3.11534489e-01  4.73147059e-01  4.42792085e+04  8.95620929e+02  1.44895863e+04  1.53955030e+04  2.06328235e+02  5.67740243e+03  7.51799454e+01  5.07068171e+02  3.50000000e-02]"
15.0,0,16,1027.0,1060.1,1005.3,1068.1,out,out,"[ 8.00184668e-01 -4.56703584e-02  1.90754307e+01  3.34849763e-01  2.96311261e-01  1.36774224e+01  7.87013821e+01 -4.44753454e+01  4.91496935e+04  3.86416861e+01  1.41009830e+01  1.80390008e+04 -6.97629057e+01  2.31276890e+01  2.30000000e-02]"
