Subject,Trial,Saccade #,Start_X_Coord,Start_Y_Coord,End_X_Coord,End_Y_Coord,Start_ROI,End_ROI,feature
50.0,0,0,903.9,493.4,898.5,494.2,eye,eye,"[ 4.01340274e-01 -7.89289775e-02  1.66229410e-01  2.78359665e-01  1.23958336e-01  1.42263345e-01  1.05447462e+03  1.02164016e+02  1.43909169e+02  4.68954539e+02  7.05316997e+01  6.17838215e+01 -8.15730310e+01  5.45893763e+00  2.00000000e-02]"
50.0,0,1,906.7,505.0,887.9,490.1,eye,eye,"[ 4.57043839e+01 -3.06273811e+01  1.21075575e+02  3.29305808e+01  1.58552492e+01  6.13607186e+01  1.62820967e+04 -6.53374401e+02  2.88484217e+04  5.26655094e+03  1.34551627e+02  1.04621046e+04 -1.28398696e+02  2.39885389e+01  1.40000000e-02]"
50.0,0,2,897.2,492.4,911.4,500.6,eye,eye,"[ 4.77242274e+01 -3.19125282e+01  1.58186156e+02  3.48910729e+01  1.60614452e+01  6.68437505e+01  1.63458548e+04 -6.50630208e+02  2.79834894e+04  5.62046721e+03  1.39002338e+02  1.01145825e+04  5.99950791e+01  1.63975608e+01  1.20000000e-02]"
50.0,0,3,929.1,520.3,950.9,453.9,eye,out,"[ 9.66496483e+02 -1.17645614e-01  2.81894632e+00  1.80328547e+02  1.43568605e+00  2.46964707e+00  1.63982127e+04 -1.14982389e+00  9.57649756e+02  6.65485990e+03  7.67911043e+00  5.77032270e+02  1.61824306e+02  6.98870517e+01  1.29000000e-01]"
50.0,0,4,970.1,499.4,918.4,505.8,eye,eye,"[ 3.74301086e+00 -5.18275228e-01  2.63102921e-01  1.02466866e+00  2.38346760e-01  1.75631471e-01  1.03042518e+04  1.30179994e+02  2.17215196e+02  4.51080311e+03  1.72437390e+02  1.01592343e+02 -8.29431929e+01  5.20946254e+01  1.70000000e-02]"
50.0,0,5,922.9,518.5,874.2,512.3,eye,eye,"[ 5.47859172e+00  5.54109546e-01  3.30743658e-01  1.25489176e+00  2.36639251e-01  2.28146288e-01  3.31591230e+03  9.61220001e+01  9.06780406e+01  1.77797850e+03  7.81834958e+01  5.68614362e+01 -9.72552996e+01  4.90930749e+01  1.00000000e-02]"
50.0,0,6,875.7,510.9,985.9,501.3,eye,eye,"[ 2.47962914e-01 -5.45467686e-01  1.73979728e+00  1.29764382e-01  1.94424054e-01  6.91232988e-01  2.43662491e+04 -5.24383460e+01  4.02137322e+02  9.54897307e+03  2.06558887e+02  1.68626088e+02  9.49787149e+01  1.10617358e+02  2.50000000e-02]"
50.0,0,7,984.3,498.2,878.6,484.4,eye,eye,"[ 5.03212762e+00  5.11639742e-01  3.22325799e-01  9.16906167e-01  2.22675335e-01  2.21244050e-01  2.37826554e+03  2.71434862e+01  2.06644505e+02  1.08667259e+03  6.70680115e+01  9.61138111e+01 -9.74383599e+01  1.06597045e+02  2.20000000e-02]"
50.0,0,8,879.9,501.0,984.2,506.2,eye,eye,"[ 2.54367495e-01 -1.27494735e-01  2.24974004e-01  1.69768114e-01  1.37041803e-01  1.91307280e-01  2.16669164e+04  4.13864605e+02  1.78903728e+02  8.15698027e+03  1.84158197e+02  7.11578263e+01  8.71458143e+01  1.04429546e+02  2.60000000e-02]"
50.0,0,9,981.7,514.9,888.1,644.0,eye,mouth_nose,"[ 7.81929510e+00 -6.07617494e+00  5.16253423e+00  1.64731184e+00  1.05679124e+00  1.38973050e+00  1.08955204e+04 -4.42799574e+02  7.54362343e+03  3.95408416e+03  1.88890675e+02  2.81602262e+03 -3.59428391e+01  1.59460873e+02  3.60000000e-02]"
50.0,0,10,900.7,642.0,862.1,489.8,mouth_nose,eye,"[ 6.45384622e-01  1.08187214e+00  6.39267339e+00  2.40601449e-01  3.43902535e-01  1.73384727e+00  1.28369975e+03  7.73299384e+01  3.04545447e+03  4.81141296e+02  7.78832538e+01  1.24782077e+03 -1.65769054e+02  1.57018470e+02  3.40000000e-02]"
50.0,0,11,864.0,503.0,742.5,1021.5,eye,out,"[ 7.24228759e+00 -4.12564274e+00  2.48269863e+00  1.84179379e+00  6.64303051e-01  4.84398451e-01  4.26377350e+03 -2.96952473e+02  4.72524041e+04  1.39177202e+03  1.03962895e+02  1.69274732e+04 -1.31881556e+01  5.32545303e+02  6.80000000e-02]"
50.0,0,12,744.2,1011.5,724.7,1038.6,out,out,"[ 3.06695669e+00 -1.23255389e-01  1.48479579e-01  8.81752531e-01  2.93887917e-01  1.23240924e-01  8.70269623e+02 -4.32534193e+01  1.02832349e+04  5.25119282e+02  7.11764954e+01  5.37621237e+03 -3.57371748e+01  3.33865242e+01  1.00000000e-02]"
50.0,0,13,718.3,1042.7,880.9,502.2,out,eye,"[ 2.36951961e-01 -6.13691970e-01  1.14680317e+01  1.65526029e-01  6.67156009e-01  5.07604592e+00  8.45619613e+03 -3.71293277e+02  2.37656137e+04  2.69808008e+03  1.27558808e+02  8.91184157e+03  1.63257002e+02  5.64428038e+02  8.00000000e-02]"
50.0,0,14,871.3,510.4,978.2,476.8,eye,eye,"[ 2.45476584e-01 -8.29099142e-01  3.82900123e+00  1.23755729e-01  2.41023660e-01  9.09847932e-01  1.65920626e+04 -2.55380148e+02  7.16991111e+02  6.39553024e+03  1.89700425e+02  2.81685176e+02  1.07448582e+02  1.12056102e+02  3.00000000e-02]"
50.0,1,0,2751422.0,250.0,934.7,559.8,out,mouth_nose,"[ 1.10485633e+03 -1.61995464e-01  2.09841199e+00  1.94114467e+02  1.50367121e+00  1.80055287e+00  1.09263620e+04 -8.47645562e-01  8.62884188e+02  4.59705365e+03  7.39092533e+00  5.32345695e+02 -8.99935465e+01  2.75048732e+06  5.20000000e-02]"
50.0,1,1,940.8,579.8,934.0,524.6,mouth_nose,eye,"[ 2.30972810e-01  1.02203545e-01  5.44681854e+00  2.03936302e-01  3.34520831e-01  1.69161724e+00  1.41771216e+03  1.40799545e+02  2.51936014e+03  6.61792638e+02  9.40312332e+01  1.19637212e+03 -1.72977206e+02  5.56172635e+01  1.80000000e-02]"
