Subject,Trial,Saccade #,Start_X_Coord,Start_Y_Coord,End_X_Coord,End_Y_Coord,Start_ROI,End_ROI,feature
6.0,0,0,936.1,481.7,928.6,481.4,eye,eye,"[ 2.85786600e+01 -2.57264172e+01  4.21769602e+01  1.11886221e+01  6.71595672e+00  1.54655926e+01  4.75361092e+04 -9.67125175e+02  1.96297828e+04  1.63747488e+04  1.86682541e+02  7.65260820e+03 -9.22906100e+01  7.50599760e+00  2.20000000e-02]"
6.0,0,1,941.7,478.6,932.1,474.3,eye,eye,"[ 4.05290067e+01 -2.64142935e+01  4.32800615e+01  3.41389217e+01  1.45220562e+01  2.07373617e+01  4.31999531e+04 -9.45899473e+02  2.24637937e+04  1.49801224e+04  1.86045439e+02  8.52693244e+03 -1.14128403e+02  1.05190304e+01  9.00000000e-03]"
6.0,0,2,933.8,477.7,1009.9,465.1,eye,out,"[ 1.99722982e-01 -4.58935632e-01  1.85713075e+00  1.23960789e-01  2.13073162e-01  9.09526341e-01  9.21769179e+03 -1.13312117e+02  8.15772840e+02  3.73095582e+03  1.72294824e+02  3.23594378e+02  9.94012653e+01  7.71360486e+01  2.80000000e-02]"
6.0,0,3,1001.8,464.1,871.1,484.6,out,eye,"[ 3.92095426e+00 -6.38678940e-01  3.76446680e-01  8.80728765e-01  3.27119347e-01  2.56757575e-01  1.27129554e+04  1.28913880e+02  1.09022126e+03  4.32356418e+03  1.84845011e+02  3.68457450e+02 -8.10859120e+01  1.32297921e+02  4.20000000e-02]"
6.0,0,4,876.0,485.3,922.7,549.3,eye,mouth_nose,"[ 1.66717921e-01 -5.31613774e-02  2.39455086e-01  1.37817583e-01  1.02287387e-01  2.09138941e-01  7.23998701e+03  4.14138558e+02  9.43314901e+03  2.88651927e+03  1.69023492e+02  3.85930106e+03  3.61177620e+01  7.92268263e+01  2.40000000e-02]"
6.0,0,5,916.2,548.6,930.4,517.0,mouth_nose,eye,"[ 1.05178824e+03 -1.12233603e-01  2.29640421e+00  2.23985805e+02  1.50399080e+00  1.92722822e+00  1.75079636e+04 -4.14348383e+00  8.97138097e+02  7.13093730e+03  8.16076261e+00  5.33117993e+02  1.55802418e+02  3.46439028e+01  9.20000000e-02]"
6.0,0,6,926.5,526.0,977.7,452.0,eye,out,"[ 2.13410814e-01 -7.50848298e-01  5.46561439e+00  1.61030592e-01  3.72197386e-01  1.78775513e+00  2.52402122e+03 -1.92630105e+02  4.09090801e+03  8.61798316e+02  1.03170015e+02  1.41681431e+03  1.45320954e+02  8.99857767e+01  4.10000000e-02]"
6.0,0,7,973.8,456.3,844.1,438.0,out,out,"[ 3.53038763e+00  3.16990572e-01  4.02849367e-01  8.76054379e-01  2.37124460e-01  3.23227232e-01  1.39253801e+04  3.73848181e+02  8.30866364e+02  4.82833469e+03  1.79012310e+02  2.82962171e+02 -9.80311246e+01  1.30984656e+02  4.10000000e-02]"
6.0,0,8,842.4,445.2,993.8,449.7,out,out,"[ 2.72703466e-01 -2.57505051e-01  6.70734094e-01  1.80836362e-01  2.14489102e-01  5.38488545e-01  2.73389246e+04  1.15827653e+02  1.21538206e+03  1.01881634e+04  2.49187240e+02  4.36071472e+02  8.82975223e+01  1.51466861e+02  3.90000000e-02]"
6.0,0,9,1002.4,455.9,929.4,586.0,out,mouth_nose,"[ 5.41538662e+00 -5.52663946e+00  6.17342618e+00  1.02485947e+00  8.78319553e-01  1.58126516e+00  7.64211187e+03 -4.18715961e+02  9.99665409e+03  2.44855723e+03  1.52837294e+02  3.26761243e+03 -2.92970810e+01  1.49181132e+02  5.10000000e-02]"
6.0,0,10,924.4,584.4,934.3,545.6,mouth_nose,eye,"[ 6.77152751e+00 -3.61895285e+00  8.70560509e+00  2.33866621e+00  1.70561007e+00  2.46811673e+00  5.07246499e+04  3.51907494e+02  3.74280085e+03  1.87670505e+04  9.29116480e+01  1.64588051e+03  1.65686129e+02  4.00431018e+01  2.30000000e-02]"
6.0,0,11,931.9,553.4,930.2,612.9,mouth_nose,mouth_nose,"[ 5.84342492e-01 -5.37889837e-01  8.09199747e-01  2.44600053e-01  2.49713118e-01  5.23405323e-01  7.58664723e+02 -9.61964536e+01  7.13175724e+03  2.84721286e+02  7.22571180e+01  2.66246308e+03 -1.63657704e+00  5.95242808e+01  3.20000000e-02]"
6.0,0,12,928.8,609.5,935.2,468.6,mouth_nose,out,"[ 2.80799435e-02  3.98295618e-02  8.44458497e+00  2.43590588e-02  1.66078408e-01  2.75251935e+00  5.07926087e+02 -1.11320259e+01  3.96601954e+03  1.98200997e+02  4.96595230e+01  1.61631684e+03  1.77399282e+02  1.41045276e+02  3.10000000e-02]"
6.0,0,13,938.0,463.5,965.4,456.0,out,out,"[ 3.10030354e+01 -2.68045159e+01  4.44634298e+01  1.43105869e+01  7.93116744e+00  1.83420702e+01  4.81798359e+04 -9.74343798e+02  1.95411980e+04  1.69252545e+04  1.88114302e+02  7.61247024e+03  1.05308187e+02  2.84079214e+01  1.70000000e-02]"
6.0,0,14,993.0,452.7,836.8,445.7,out,out,"[ 4.53363180e+00  7.30760355e-02  2.51637249e-01  1.01836457e+00  2.50517365e-01  2.12871919e-01  1.33887236e+04  3.76182223e+02  9.11423501e+02  4.72843041e+03  1.64898951e+02  3.10527639e+02 -9.25659557e+01  1.56356772e+02  4.00000000e-02]"
6.0,0,15,835.7,440.1,987.4,443.0,out,out,"[ 2.65489193e-01 -2.22882002e-01  5.47698971e-01  1.64762538e-01  1.87606540e-01  4.28012857e-01  3.57377061e+04  3.49201109e+02  3.39891622e+02  1.31422201e+04  2.22529673e+02  1.41811932e+02  8.89048284e+01  1.51727717e+02  2.60000000e-02]"
6.0,0,16,993.9,448.3,854.3,451.2,out,out,"[ 4.04234226e+00 -1.04988945e-01  2.25426167e-01  8.88361113e-01  2.68675616e-01  1.88095626e-01  1.28315238e+04  3.91861948e+02  1.42082272e+03  4.38016354e+03  1.72030816e+02  4.58945455e+02 -8.88099293e+01  1.39630119e+02  4.10000000e-02]"
6.0,0,17,853.0,460.7,896.2,913.2,out,out,"[ 7.69505441e-01 -6.41446387e-01  6.79775678e-01  3.31837061e-01  2.26489179e-01  3.44352201e-01  5.03223759e+03  3.58894376e+02  4.92925993e+04  1.63022231e+03  1.18918987e+02  1.68175383e+04  5.45347751e+00  4.54557466e+02  5.60000000e-02]"
6.0,0,18,897.1,905.5,932.1,887.7,out,out,"[ 5.75611228e+00 -8.20707521e+00  2.24489766e+01  2.47439401e+00  1.99083802e+00  4.97550747e+00  2.09382430e+02 -7.41620637e+01  5.59787404e+04  9.56345730e+01  2.15571032e+01  2.02296699e+04  1.16956588e+02  3.92662705e+01  2.00000000e-02]"
6.0,0,19,944.5,880.0,1106.3,902.3,out,out,"[ 2.72620243e+00 -6.08802024e+00  1.42714986e+01  7.71954658e-01  9.58334283e-01  1.84490078e+00  3.83760386e+03  3.23907756e+02  4.84372591e+04  1.32875154e+03  7.81256970e+01  1.77710867e+04  8.21526782e+01  1.63329514e+02  4.30000000e-02]"
6.0,0,20,1087.0,896.3,945.1,887.6,out,out,"[ 3.72314286e+00  2.35231053e-02  2.18665245e-01  7.62921140e-01  2.89978418e-01  1.88878187e-01  7.47379534e+03 -1.43975584e+02  2.65469887e+03  2.66677016e+03  1.56344009e+02  9.18483574e+02 -9.35084573e+01  1.42166452e+02  3.90000000e-02]"
6.0,0,21,944.0,890.9,954.5,629.9,out,mouth_nose,"[ 1.15017864e+03  9.35210760e-02  2.59184917e+00  1.86597680e+02  1.40045744e+00  2.12900004e+00  1.69008559e+04 -2.90257216e+00  9.42298448e+02  6.82382820e+03  7.91086747e+00  5.62115203e+02  1.77696240e+02  2.61211122e+02  1.07000000e-01]"
6.0,0,22,959.3,646.9,804.2,1012.2,mouth_nose,out,"[ 9.62161725e+00 -5.39571581e+00  3.20146485e+00  2.45012600e+00  8.91288418e-01  6.52804068e-01  1.83733164e+04 -6.73873688e+02  4.00413410e+04  5.96140867e+03  1.91806531e+02  1.42855472e+04 -2.30052294e+01  3.96862823e+02  7.20000000e-02]"
6.0,0,23,808.5,1013.0,940.5,974.8,out,out,"[ 2.64045271e+00 -3.31723143e+00  4.62829887e+00  8.46283487e-01  6.19109791e-01  8.24273809e-01  2.50959432e+04 -2.16400886e+02  3.23182339e+03  9.51486515e+03  2.46467341e+02  1.30912526e+03  1.06140123e+02  1.37416302e+02  2.90000000e-02]"
6.0,1,0,921.5,471.7,845.0,458.8,out,out,"[ 3.99014449e+00  4.43705545e-01  4.82976515e-01  7.46537431e-01  2.64036081e-01  3.65776486e-01  2.18872773e+03  9.27243354e+00  4.87711438e+02  1.00195572e+03  8.44931703e+01  2.17779345e+02 -9.95715957e+01  7.75800232e+01  2.10000000e-02]"
6.0,1,1,850.1,466.5,934.0,546.8,out,eye,"[ 1.60999088e-01 -4.29857225e-02  2.14786187e-01  1.37861642e-01  8.99185306e-02  1.89635066e-01  1.47262421e+04  5.93208615e+02  1.11560400e+04  5.53754767e+03  2.19193608e+02  4.32889045e+03  4.62559791e+01  1.16134835e+02  2.70000000e-02]"
6.0,1,2,937.7,547.9,964.6,473.1,mouth_nose,eye,"[ 6.59358551e-02 -1.16134759e-01  6.02776335e+00  5.91464112e-02  2.38257497e-01  2.09411432e+00  2.02233084e+03 -2.19025604e+01  2.45493988e+03  8.44718778e+02  9.38587413e+01  1.04443119e+03  1.60220113e+02  7.94899365e+01  2.60000000e-02]"
