,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,1.0,0.26779490417500956,-0.29201891363494603,0.87944701113373,0.1333955474474897,0.13204439697460013,0.40962346008334016,1838.4020135012424,0.8699324379103572,764.7695887851709,733.5568005343976,33.983191653086784,385.42335007583546,0.16386930492066584,-0.07736688064602085,0.45938274319489314,0.11664313766191943,0.0984204405249227,0.27492374244055745,1165.076304875101,24.176313825195578,608.9181694926397,478.3991143427171,32.13137505365326,298.9043689719888,0.5597008880155794,0.003999999999999999,0.18158633089770315,170.69743898254623,-1.851094601593251,6.037441481105178,30.403235721030786,1.262150039804634,2.290768143659489,22164.781888768302,60.495365412491815,5759.095739083089,8129.453848392473,126.76696345360047,2316.5909800673135,95.40009227771252,-0.7620882425352238,2.341622810893787,16.486024401218998,0.5361445005949148,0.9691727139186445,17404.688399945568,331.8608085911055,12894.89045021696,6255.8394206746825,146.5982411273672,4891.05886027164,1.666631326957904,0.004976869319555247,0.018994216597430613,1.1724453261709726,0.9886010388167834,197.70727632867522,38.789208412517326,0.537700415140814,0.462299584859186,1.6934554882129964,-1.474707432725055,0.4752093320208118,0.4913564190602072,0.0034125529444692312,-20.913757243195832,22.858187734229674
1,2.0,0.3544458698301229,-0.40676518273082135,2.67081298196059,0.1961338478691261,0.2333048598364073,1.571370911343306,2243.8422195690564,-39.75594657530983,797.909978134372,899.5233138035455,39.49050265603142,364.96438417092907,0.8086542609428572,-1.1715406862714286,4.6560210798214285,0.3836027196214285,0.4849599953107142,2.436905539167857,5372.994984796429,-113.3342200492857,1824.5490325325006,2008.462193589285,58.035206450357165,803.3788466360717,0.5033869518646512,0.003999999999999999,0.24186573879890425,151.34323675749226,-7.678270292537356,13.946685622671595,28.786266550425086,2.6001612026394487,5.218554769706802,27289.671788475353,-228.29807319602162,8555.011981462123,9742.473294249818,156.08949828577911,3324.3205946245525,110.87337835541668,-4.955020650057552,7.3301267277222175,19.325974832652594,1.2269262756437036,2.39823178867037,19831.780952085177,-244.62367013363033,12688.858074066673,6964.506891085182,156.59827840103694,4532.567310562964,2.452968624419932,0.003184155104443181,0.016421304746056353,1.0701953026667188,0.9972946506309656,355.6032105755994,34.16168932703728,0.8296394084752464,0.1703605915247517,-2.5047282908470643,0.40210677678065576,0.07620098376409026,0.4742463115556444,0.013115781647130696,-7.911777513420983,10.056351849879448
2,3.0,0.28466204510852766,-0.36647597488666045,4.930152067786895,0.16325103518572712,0.2598699286889589,2.9627591613654403,2434.43958099419,-48.893104502158884,890.2150192288609,923.3710438187159,31.819751955960452,386.44979798729804,0.19851750526628567,-0.2836960434101142,5.929491929332003,0.11559547222285714,0.22157548194685714,3.0390425852045726,1885.500721365542,-43.439938193439424,972.062618504629,676.8771256647997,21.81687192708571,423.3378711785141,0.3341623905530384,0.003999999999999999,1.625364410862451,40.21026071985367,-12.831153269061634,24.21973666577082,13.682368141664929,4.805249565273165,11.429470245140815,23467.45067841506,-487.5181248359438,13133.744023468147,8294.231988058094,163.49342761615202,5015.124066770347,17.436745643195763,-15.038371963559255,22.241448909269845,6.732686113008466,3.9400236978968257,7.151962337227517,26089.443525507922,-542.4961829918522,18271.035431831744,9001.986773297354,162.12487828677257,6960.375099098415,1.3620895792743881,0.005912639191589084,0.01664004394433789,1.8420349555129603,0.9631999978823063,38.41230365961231,36.731347834622916,0.30889758936163925,0.6911024106383603,-1.6973968634725058,1.5911558500419494,0.4201128125278657,0.2411623917926459,0.09418760917608626,0.8523776860721566,1.5120539707568905
3,4.0,0.25101431765100696,-0.24556770599582353,1.098354835538323,0.13204232874724836,0.13743143515422798,0.6199574194572484,1430.899977796228,-14.285416988123801,592.7659556446101,566.5637287385235,27.817882386697942,279.3946791178191,0.2081210738520203,-0.10411899781900506,0.40475300317272755,0.11376415185757571,0.090935219680303,0.24166691531161616,701.5693060545448,-12.870498702692416,524.7724049217172,355.89429796989884,34.7278249631818,294.5674222882828,0.2503634258656231,0.003999999999999999,1.3002975121728855,91.62156865474364,-5.850703076171228,10.994026416258047,17.170702850187848,2.0234163033015253,3.96722750716003,24465.77550356424,-202.52608892519422,7356.31263319849,9081.823545692758,152.32094447005366,2954.762185489514,38.726181016698106,-3.230216260015716,6.832441420238096,7.461556563706666,1.0484513716371422,2.5414981808285715,20839.230121628567,-26.270532522085333,11721.271698914286,7633.845620895238,154.33771533857146,4488.645388512379,1.8385006724636261,0.004967111037102921,0.012690806631298526,0.8644437811322111,0.9999999999489864,-59.27230203171037,20.24940738808716,0.6680230077198672,0.3319769922801326,-3.121856672559796,-0.01454915249409148,0.25495952328820465,0.33616544855560104,0.11865986969895319,0.8578799859488229,1.2417201607862545
4,5.0,0.3142454946547213,-0.3817280435206952,1.789317783573346,0.1714784678609298,0.1943752921549281,1.020667892680552,2095.4524255439474,-36.13899045062243,739.3686248534212,830.9794573388644,35.414265255401574,332.4536473838043,0.24132407167719297,-0.3278181075975439,1.1700029492587711,0.1253201025792398,0.14573596448567255,0.5120372966923978,1601.2776229821934,-34.24708183911168,944.4340304204688,619.4306071670463,32.772193028596455,450.52630251201725,0.28031616682783816,0.003999999999999999,1.674400025547175,62.807657894273056,-4.844888177482969,8.940882754501526,12.677595190203476,1.8120747822394832,3.38155755352027,20829.85397751116,-262.8912392966569,5107.203444496493,8036.221243031164,158.61643149171783,2108.961975078965,260.7977664460508,-2.522737514293169,4.496018570492797,43.571659600582116,0.9570369183031696,1.7397714853780992,16681.392147048413,96.12572006145412,9986.26891625071,6331.83866867121,133.75760748965428,4096.511940978676,1.6418522149292005,0.003958076643999254,0.014427725652152085,1.3553723736697356,0.9987164252355164,104.3411436853902,29.867108178332813,0.29455064689666394,0.7054493531033362,-1.0216891113264919,1.9992531457339011,0.42060887722951307,0.20404485244015633,0.0023986007603686308,-53.87823636209848,55.999399121740396
5,6.0,0.3638582984747424,-0.4829871257783762,1.5677308742280929,0.15925392423754273,0.18814834880893452,0.7089376233605674,3196.891687454222,0.22208991424196983,884.281287635016,1184.8967669333672,32.76003223580761,403.92911313273186,0.21593422640654775,-0.20860628427144942,0.7683468066386904,0.11806849918154769,0.123131425525,0.40432853631845234,2427.7948785004155,27.109492347659323,1318.6187214901784,892.9801467739876,32.840858951666654,573.1780935510412,0.26873896271810116,0.003999999999999999,1.6855596000730335,71.81871723169705,-3.354405841372726,7.025922871228854,14.155622962750737,1.355207804176098,2.637597415505076,28972.62480853436,60.71163219732672,8133.568737385568,10340.364873767188,129.7748316782412,3257.1692536374276,84.72225189799975,-1.9818558820161303,3.911882267631311,14.81760812454117,0.7855757519578288,1.4364244830656558,23568.204696815636,245.92152250345194,10656.186814353528,8357.662715989904,132.18164663636372,4090.5131579116164,1.9930440566069283,0.004912568683697643,0.016190849608477824,1.1226974480585867,0.9999935266325921,203.16761663572842,30.184186388899654,0.2646355827073842,0.7353644172926139,1.8950022736372434,-1.412907866116403,0.6034142277547205,0.20885880690283318,0.08234779499740341,0.3484551471919806,1.55278762562559
6,7.0,0.19021423982781913,-0.05952853946284765,0.21801810363531438,0.10973117247756957,0.07458416923912145,0.15008447641751113,802.5249472745865,8.306692327616819,368.88070957209754,396.1298595727065,33.25751033701026,162.16054560798224,0.19831905945320671,-0.051085571144869356,0.3233128953783846,0.13639543864085515,0.09133092118741087,0.20748788623919218,996.1176911061041,36.874496197270446,565.6499101177433,446.5849888348926,43.514104554180534,265.3775950368172,0.41340794237159695,0.003999999999999999,0.47384781515787133,12.185414074265035,1.152791280287513,2.598485295245029,2.7863525866193575,0.5287631427184215,1.177951460776433,24138.374512876624,437.579752703673,10687.459661741925,8677.03985892748,176.8507054122218,4091.8749860485914,48.404055696454556,0.5230177742082789,3.032705574687847,8.552586293938466,0.5655094305040006,1.435090211805848,22251.200476595386,398.9442111249683,12000.873039519538,8182.017351298294,181.59124098967692,4616.2126775055385,0.2878165895219611,0.003999999999999999,0.6488067542999129,1.0678405437072618,0.9986050155069685,223.5262458317901,19.65572377183668,0.44973404996386007,0.5502659500361399,-2.331476493400861,0.7300492090846945,0.5703631434152069,0.41741348819276447,0.004367472538044726,-19.714848352632657,21.19665708515773
7,8.0,0.37856391211600676,-0.4691492136827214,1.1391382016702405,0.15213589255291252,0.15537070858125318,0.4382138940218306,2340.6115088982638,-11.958750984590992,740.0330328667834,883.4608730739494,27.951236130734205,372.3838949025699,0.17895628489237178,-0.11782849334430612,0.36880325585960894,0.09907165156185817,0.08562148800684603,0.20379080162660126,1880.9450329314361,28.76332967814504,911.0250889205382,706.2292964433046,28.61695701973104,423.60696834136934,0.16900866372872914,0.003999999999999999,1.302070734318686,187.93729340152925,-2.355415164390388,5.424180986262211,33.04261990990772,1.2966432499898477,2.1170432426255785,24909.259601950256,61.586872017105286,4732.307871661053,9113.516155674159,114.65936316323902,1995.9052851214653,131.50668080024528,-0.4693759456859927,2.6924582390942087,21.28076270297596,0.5769837519398511,1.1298092436493148,16937.668956898528,252.9947606277497,10139.973640398626,6105.308541557597,114.65735759389152,4110.1446250707995,1.542920943027333,0.0049882740456331336,0.02008492218443675,1.1425447517083405,0.9999997643237557,193.11755752411415,31.32900711266268,0.9438076451352653,0.056192354864734416,1.0198974642212946,-2.6230644822133127,0.027469357466280854,0.5012789092652034,0.0038466076545456097,-21.88679366221681,23.863035671884212
8,10.0,0.12200509957904848,-0.1189688360806378,0.3465847630041501,0.053084881751062775,0.06193404664534412,0.16330628171781383,789.1965623649752,-3.1998112270959576,288.5042540565789,287.52565840509664,14.817161516437205,116.21597062724696,0.12120625700431033,-0.08123313698267243,0.5966438753163794,0.08423551678017245,0.08942529052672417,0.24901069141379306,1180.6690016310342,30.20558142646552,1145.57636999569,449.97698859224147,32.35490365198277,438.7546870488793,0.4138681374344276,0.003999999999999999,1.6060784680840503,10.612907212171175,-1.150491354177514,3.5224735645933682,5.5286172840471375,1.08550686494744,1.5900390088768817,41646.46382304216,460.4823163674353,8723.878321232682,14906.981026011328,143.2171457108962,3646.71777857184,62.97502808896949,-0.11009120613989166,3.9846329451709406,12.71384551638803,0.8700621294393166,2.0520300046552706,34504.99213173223,577.0182206980372,13321.027441451859,12222.156229711693,147.07053257680937,5284.018973104271,0.6427976990951331,0.003999999999999999,0.034002294436522716,0.7511351579640225,0.9847743873367769,-1.3872513641135211,7.527239025659741,0.14720922181003843,0.8527907781899613,1.0922437569388759,-2.0754171990008325,0.1748279505400903,0.06104782635494677,0.0017376134397547906,-84.06555514827431,85.86200953113828
9,12.0,0.19554503676835516,-0.1071201582936138,0.29680546090773424,0.10002796036138316,0.08796299573191717,0.19032838025065357,1842.6211698482732,17.937493361679547,840.5698981965147,730.0975497062684,32.29154807623636,384.5035082595914,0.14355211335967227,-0.07138170090418026,0.3727840036837703,0.09874177764852457,0.08581748723327864,0.24118281593918017,1719.3427383447058,-8.705369282291812,1260.579553727886,692.896189269213,42.79193300562297,539.8893925846061,0.4014145463663064,0.003999999999999999,0.3666804098600194,39.515331551751096,0.21178384000506598,2.4830108134050772,8.426232675053079,0.6420870889655987,1.138483944608403,27312.079344155336,335.4336407364949,8990.778677665901,9777.409916155671,151.33812405321646,3523.2720578707404,14.498090289597213,-1.1589909173269402,2.993256734950097,2.8257211295916496,0.5833053805115032,1.2026506274254163,19310.676243955477,177.59092227649737,13443.711985512999,6986.446351965683,163.9706453309647,5101.774781720589,2.675421418579411,0.0024050287391408497,0.01307448462478502,1.1103072700243837,0.9648359908555013,236.8534679733417,33.54476609353105,0.41058708397844046,0.5894129160215609,2.7516582671047747,-0.6050865978964859,0.47741536611857305,0.2699914137888089,0.0019754801001409927,-52.09849454277122,53.77581235775142
10,13.0,0.1940486688691674,-0.07085453793684476,0.21699664400953653,0.10518808699227289,0.07160956078073874,0.14795399174293236,502.7317071104895,-2.179402469405638,176.00589846529962,277.17084346894416,26.532791883388605,88.488374057256,0.13285361170696464,-0.09878207499009457,0.4356833155507308,0.07598962432579537,0.07894774884307813,0.26057166565881357,458.4917053257096,-11.15771848732144,287.9555743545916,204.73332118942392,22.703743635735172,149.01308995077406,0.4865968956930089,0.003999999999999999,0.395532725349213,16.416840726174946,-5.752925036702468,9.183981359671776,4.710267170470329,1.8003203933093421,3.1268198340983533,21008.209827108814,-199.95054766645603,4616.8761974120125,7969.219124951753,143.04097977678634,1868.4538129460188,12.34076370516366,-6.693684144855218,9.910766012651377,4.005677624417799,1.8572162083099526,3.1676049589563884,23545.36940904224,-253.7802285327304,7261.17891332038,8635.29660595114,135.49862875397227,2971.2440124994273,1.8433336066808006,0.00493022371627159,0.010781775296571424,1.9999999913810584,0.9999999979923518,53.62574008663517,31.576673107666736,0.7911953194284881,0.20880468057151205,2.288807157475713,-1.049591752453186,0.18052053886084246,0.4877580710261924,0.007305996637845907,-10.144554037075462,12.305313766093285
11,14.0,0.21292595682778354,-0.13293906057120228,0.3552573559764177,0.10199742347815127,0.09075569795015766,0.2019686231961132,1207.747166025531,9.756922795215278,706.7572231322638,467.35330337757335,26.23568030560399,323.13634841946384,0.14511944708983904,-0.0631363983842384,0.2703693203628773,0.07914183565965789,0.07184287406800809,0.16564083492816903,686.3156403674437,5.8906307075115585,609.6204876241442,255.97270171389331,21.994589771579474,268.5442200278372,0.6611246815253262,0.003999999999999999,1.2365397945607732,110.19783370615208,-0.8352511865144107,3.9481344766884243,20.930234592262416,0.9267168242887366,1.6894744185999975,29885.340612375123,273.9177737143799,7152.404842378097,10825.231807753577,135.7765701135788,2926.048869961582,136.2215083039385,-0.42545821505499337,3.445162329922254,24.120677160484775,0.763922613416311,1.5266294014161588,28230.347782495108,465.65469928571787,13935.09692917989,9985.41596843523,142.53170144981715,5411.002619830798,0.2507801251550992,0.004999999999999999,1.2163387503161593,1.2404657149299063,0.999957624758625,143.42627537282328,36.60546865722506,0.47645809878812073,0.5235419012118795,-1.7820663013108518,1.5557723596611552,0.2459027679774905,0.2380181722523291,0.0023184256609085447,-56.57550526595031,58.36479302392365
12,15.0,0.2732123156988223,-0.24918097778435033,0.7311920431254156,0.1324417029336605,0.12134530838743855,0.3382999112816486,1814.5483338321594,-10.96269846463454,551.3942176148574,739.3023954491567,35.76013355155051,250.0480290271837,0.125255572446048,-0.07868517944742269,0.3941248915484534,0.07699096505189,0.0751372607852234,0.22962990387663235,469.8338674211338,-21.195763842244002,375.75903859965644,245.2378931430585,30.90904443305841,199.1949403775944,0.391062586029422,0.003999999999999999,1.310238217003104,123.69364564809368,-1.397598675580513,4.041573902280439,21.78375909087238,0.8297370876396732,1.7118526910971286,20516.83797152393,39.24960408200875,5283.101311630637,7767.65950498154,143.55906045500697,2088.2812739058813,48.723539026176184,-1.5335450833902593,2.95441430115517,9.837847931760635,0.7507908667971263,1.1816623722040227,22028.799962462628,192.42155660064367,11785.572172413784,7885.004682939648,150.886907838247,4487.869314047125,1.7849812655688315,0.003860919333970538,0.016257182251793782,1.1179845764208634,0.9999977408346518,198.99085959131241,27.717852317046948,0.8810097163819178,0.11899028361808293,-0.6521143549092601,2.4807893824849288,0.13889260057339683,0.9758214537224584,0.0009558052528119616,-130.59675341478004,132.50532000163707
13,16.0,0.18603029921088993,-0.07975130549955495,0.22939184104240862,0.10012133948314138,0.07652063962979053,0.1541718302095808,347.8114818268066,-2.5939978039328273,326.08455824925613,202.4602342022566,27.88180776771727,179.22137281990584,0.16452705881432597,-0.06660568230070213,0.2588672232216778,0.09372127742789824,0.07109207614495762,0.1627455585970782,262.86169211122524,-11.665183239852968,230.3517320908576,150.0076417329502,23.579592010574945,119.56672776607918,0.37633656830258777,0.003999999999999999,0.7585881274505013,8.206837284275107,-2.5303716814304438,5.738056447177041,2.868665735898754,1.057067742441216,2.002441994220333,24345.843227775516,93.7111010330291,6606.8372588201955,8853.874650835678,145.34357833309812,2647.8266544818835,20.479694898870235,-1.7511315154770155,3.7537316198530943,4.113516916803226,0.7080197791349233,1.3655916487809279,19196.087170057875,183.044797081909,12007.47588037447,6875.98759989692,139.0069405001158,4664.428828405162,0.37303507058769203,0.005999999999999999,0.06471408930789044,1.195701641708216,0.9832864911902639,130.00754199138754,26.552748549648612,0.54388339066321,0.45611660933678916,2.503592203348622,-1.1847056248905568,0.15374679301776648,0.19052163172929332,0.20041052189497383,1.042369471838743,0.9266643009471637
14,17.0,0.27296749919281027,-0.22728349096821282,1.0174581467690749,0.13806025372855207,0.13592737248902612,0.6273581172813217,1090.8878469752347,-17.52135523342898,486.20281949816973,474.74714272408124,30.216405872610977,235.64530385069116,0.22618648736592464,-0.24326497495992844,1.1268734207388165,0.12498602874075511,0.14076443369419162,0.6399557813778316,1267.2804415965156,-26.048508892664092,723.0038534010637,508.376864283465,29.96610502237173,358.09334682195544,0.26538603080599676,0.003999999999999999,2.4514217672149856,60.326020196113795,-5.593947777689946,11.988689263680884,12.109751098641807,1.8581795420634077,4.392686004413961,20139.66409366001,-179.54214027117055,8492.117222792043,7352.855540497457,161.53337196504134,3267.6335002281294,67.69790247186197,-5.1536003446731,8.723317679663758,12.607658751868204,1.388399318212039,2.989011222103038,17549.041486078833,-226.5523503572334,12166.015059612797,6274.806662794475,151.3083819081886,4620.723851280471,3.6091459392649057,0.002971898919426931,0.008973678405523274,0.9074453571586039,0.999993326410214,-130.0022108922687,25.837560918473493,0.45681134649289534,0.5431886535071041,2.287433175802448,-0.9673852896238722,0.32293704475518425,0.28220484973306814,0.1343907400697164,1.3109578892716753,0.9754030389238324
15,18.0,0.18922778010431687,-0.20128832310091288,0.5115078891008487,0.07601551201590942,0.08504225729044584,0.22427766849186145,1658.040355755688,-3.9403127876652464,544.4836983186187,594.5463512760161,22.634739206390655,234.04189690926356,0.2256756397552326,-0.1516377689893605,0.35317745132906975,0.09663152120755822,0.08755848846162784,0.1863991227831395,2540.590811286047,41.56823019364535,1545.777397298837,934.1940980084303,37.95064518505815,640.5095064636628,0.3519613678538972,0.003999999999999999,1.6406383181159434,95.52492581759671,-2.400808099000377,5.4987027255717145,19.408064227334176,1.3378376671773162,2.199187670452696,37472.59121943237,265.1462268531437,8023.177423796634,13416.753837761542,130.01174979503554,3332.358181649439,135.4034434554512,-1.0313427982518795,3.758275336835266,26.431750053142473,0.9082287471023196,1.5869980458932706,31247.070690424604,439.8968409839562,11491.503010638062,11077.380664096985,131.9401692512065,4528.4105069371235,0.2821321312358753,0.004999999999999999,1.1664859107036052,0.9684550272335936,0.999999997529056,-339.35515049049883,18.44863102248115,0.5001082785277047,0.4998917214722952,2.943932378730971,-0.3849707109814583,0.5775712634000904,0.5362863224452854,0.0038969310825658736,-37.025038899816494,38.88922341400783
