,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,0.26779490417500956,-0.29201891363494603,0.87944701113373,0.1333955474474897,0.13204439697460013,0.40962346008334016,1838.4020135012424,0.8699324379103572,764.7695887851709,733.5568005343976,33.983191653086784,385.42335007583546,0.20766530308664802,0.16386930492066584,-0.07736688064602085,0.45938274319489314,0.11664313766191943,0.0984204405249227,0.27492374244055745,1165.076304875101,24.176313825195578,608.9181694926397,478.3991143427171,32.13137505365326,298.9043689719888,0.16219891640866935,170.69743898254623,-1.851094601593251,6.037441481105178,30.403235721030786,1.262150039804634,2.290768143659489,22164.781888768302,60.495365412491815,5759.095739083089,8129.453848392473,126.76696345360047,2316.5909800673135,-59.09432135202555,99191.41348992389,0.03676518472135264,95.40009227771252,-0.7620882425352238,2.341622810893787,16.486024401218998,0.5361445005949148,0.9691727139186445,17404.688399945568,331.8608085911055,12894.89045021696,6255.8394206746825,146.5982411273672,4891.05886027164,-7.205688223806103,108.02669743877976,0.03723502824858753,1.9446354135007435
1,2.0,0.3544458698301229,-0.40676518273082135,2.67081298196059,0.1961338478691261,0.2333048598364073,1.571370911343306,2243.8422195690564,-39.75594657530983,797.909978134372,899.5233138035455,39.49050265603142,364.96438417092907,0.13614412568306036,0.8086542609428572,-1.1715406862714286,4.6560210798214285,0.3836027196214285,0.4849599953107142,2.436905539167857,5372.994984796429,-113.3342200492857,1824.5490325325006,2008.462193589285,58.035206450357165,803.3788466360717,0.08467857142857141,151.34323675749226,-7.678270292537356,13.946685622671595,28.786266550425086,2.6001612026394487,5.218554769706802,27289.671788475353,-228.29807319602162,8555.011981462123,9742.473294249818,156.08949828577911,3324.3205946245525,-2.161300499492108,55566.41985951803,0.04262623274161727,110.87337835541668,-4.955020650057552,7.3301267277222175,19.325974832652594,1.2269262756437036,2.39823178867037,19831.780952085177,-244.62367013363033,12688.858074066673,6964.506891085182,156.59827840103694,4532.567310562964,-5.518145545859256,102.23931503459258,0.045937037037037054,2.145381944270719
2,3.0,0.28466204510852766,-0.36647597488666045,4.930152067786895,0.16325103518572712,0.2598699286889589,2.9627591613654403,2434.43958099419,-48.893104502158884,890.2150192288609,923.3710438187159,31.819751955960452,386.44979798729804,0.26434739676840174,0.19851750526628567,-0.2836960434101142,5.929491929332003,0.11559547222285714,0.22157548194685714,3.0390425852045726,1885.500721365542,-43.439938193439424,972.062618504629,676.8771256647997,21.81687192708571,423.3378711785141,0.3417600000000002,40.21026071985367,-12.831153269061634,24.21973666577082,13.682368141664929,4.805249565273165,11.429470245140815,23467.45067841506,-487.5181248359438,13133.744023468147,8294.231988058094,163.49342761615202,5015.124066770347,20.602998248394606,83562.74880652118,0.02675245098039211,17.436745643195763,-15.038371963559255,22.241448909269845,6.732686113008466,3.9400236978968257,7.151962337227517,26089.443525507922,-542.4961829918522,18271.035431831744,9001.986773297354,162.12487828677257,6960.375099098415,16.536032091386247,55.076256540211624,0.026603174603174563,2.37116007027025
3,4.0,0.25101431765100696,-0.24556770599582353,1.098354835538323,0.13204232874724836,0.13743143515422798,0.6199574194572484,1430.899977796228,-14.285416988123801,592.7659556446101,566.5637287385235,27.817882386697942,279.3946791178191,0.36002550335570227,0.2081210738520203,-0.10411899781900506,0.40475300317272755,0.11376415185757571,0.090935219680303,0.24166691531161616,701.5693060545448,-12.870498702692416,524.7724049217172,355.89429796989884,34.7278249631818,294.5674222882828,0.20943939393939398,91.62156865474364,-5.850703076171228,10.994026416258047,17.170702850187848,2.0234163033015253,3.96722750716003,24465.77550356424,-202.52608892519422,7356.31263319849,9081.823545692758,152.32094447005366,2954.762185489514,-16.386635514474925,34335.331420058516,0.027999999999999955,38.726181016698106,-3.230216260015716,6.832441420238096,7.461556563706666,1.0484513716371422,2.5414981808285715,20839.230121628567,-26.270532522085333,11721.271698914286,7633.845620895238,154.33771533857146,4488.645388512379,26.573253111057138,142.10739828333334,0.032161904761904746,2.108407534786366
4,5.0,0.3142454946547213,-0.3817280435206952,1.789317783573346,0.1714784678609298,0.1943752921549281,1.020667892680552,2095.4524255439474,-36.13899045062243,739.3686248534212,830.9794573388644,35.414265255401574,332.4536473838043,0.22663812886142684,0.24132407167719297,-0.3278181075975439,1.1700029492587711,0.1253201025792398,0.14573596448567255,0.5120372966923978,1601.2776229821934,-34.24708183911168,944.4340304204688,619.4306071670463,32.772193028596455,450.52630251201725,0.18191228070175447,62.807657894273056,-4.844888177482969,8.940882754501526,12.677595190203476,1.8120747822394832,3.38155755352027,20829.85397751116,-262.8912392966569,5107.203444496493,8036.221243031164,158.61643149171783,2108.961975078965,15.639752408920778,16875.484079020353,0.024874491869918816,260.7977664460508,-2.522737514293169,4.496018570492797,43.571659600582116,0.9570369183031696,1.7397714853780992,16681.392147048413,96.12572006145412,9986.26891625071,6331.83866867121,133.75760748965428,4096.511940978676,8.073920889861673,275193.00762955524,0.04028818443804033,2.1219614941116736
5,6.0,0.3638582984747424,-0.4829871257783762,1.5677308742280929,0.15925392423754273,0.18814834880893452,0.7089376233605674,3196.891687454222,0.22208991424196983,884.281287635016,1184.8967669333672,32.76003223580761,403.92911313273186,0.16140206185567024,0.21593422640654775,-0.20860628427144942,0.7683468066386904,0.11806849918154769,0.123131425525,0.40432853631845234,2427.7948785004155,27.109492347659323,1318.6187214901784,892.9801467739876,32.840858951666654,573.1780935510412,0.14472916666666677,71.81871723169705,-3.354405841372726,7.025922871228854,14.155622962750737,1.355207804176098,2.637597415505076,28972.62480853436,60.71163219732672,8133.568737385568,10340.364873767188,129.7748316782412,3257.1692536374276,-13.004594048857959,14487.394138475698,0.03706764374295378,84.72225189799975,-1.9818558820161303,3.911882267631311,14.81760812454117,0.7855757519578288,1.4364244830656558,23568.204696815636,245.92152250345194,10656.186814353528,8357.662715989904,132.18164663636372,4090.5131579116164,-2.124460957312121,99.53159653141414,0.04151262626262624,1.9065381250713715
6,7.0,0.19021423982781913,-0.05952853946284765,0.21801810363531438,0.10973117247756957,0.07458416923912145,0.15008447641751113,802.5249472745865,8.306692327616819,368.88070957209754,396.1298595727065,33.25751033701026,162.16054560798224,0.24360146412884032,0.19831905945320671,-0.051085571144869356,0.3233128953783846,0.13639543864085515,0.09133092118741087,0.20748788623919218,996.1176911061041,36.874496197270446,565.6499101177433,446.5849888348926,43.514104554180534,265.3775950368172,0.15436342042755347,12.185414074265035,1.152791280287513,2.598485295245029,2.7863525866193575,0.5287631427184215,1.177951460776433,24138.374512876624,437.579752703673,10687.459661741925,8677.03985892748,176.8507054122218,4091.8749860485914,-6.553190529298248,61.52158589683048,0.027642690058479545,48.404055696454556,0.5230177742082789,3.032705574687847,8.552586293938466,0.5655094305040006,1.435090211805848,22251.200476595386,398.9442111249683,12000.873039519538,8182.017351298294,181.59124098967692,4616.2126775055385,-6.3834925372230815,76.79056616164924,0.03183692307692304,1.4821319781674747
7,8.0,0.37856391211600676,-0.4691492136827214,1.1391382016702405,0.15213589255291252,0.15537070858125318,0.4382138940218306,2340.6115088982638,-11.958750984590992,740.0330328667834,883.4608730739494,27.951236130734205,372.3838949025699,0.20685609397944069,0.17895628489237178,-0.11782849334430612,0.36880325585960894,0.09907165156185817,0.08562148800684603,0.20379080162660126,1880.9450329314361,28.76332967814504,911.0250889205382,706.2292964433046,28.61695701973104,423.60696834136934,0.17306014669926603,187.93729340152925,-2.355415164390388,5.424180986262211,33.04261990990772,1.2966432499898477,2.1170432426255785,24909.259601950256,61.586872017105286,4732.307871661053,9113.516155674159,114.65936316323902,1995.9052851214653,-30.66955355141388,85279.52128879944,0.03784704370179952,131.50668080024528,-0.4693759456859927,2.6924582390942087,21.28076270297596,0.5769837519398511,1.1298092436493148,16937.668956898528,252.9947606277497,10139.973640398626,6105.308541557597,114.65735759389152,4110.1446250707995,-8.87867446719384,25594.25812301469,0.03523038605230398,1.9761027355932161
8,10.0,0.12200509957904848,-0.1189688360806378,0.3465847630041501,0.053084881751062775,0.06193404664534412,0.16330628171781383,789.1965623649752,-3.1998112270959576,288.5042540565789,287.52565840509664,14.817161516437205,116.21597062724696,0.4847231781376511,0.12120625700431033,-0.08123313698267243,0.5966438753163794,0.08423551678017245,0.08942529052672417,0.24901069141379306,1180.6690016310342,30.20558142646552,1145.57636999569,449.97698859224147,32.35490365198277,438.7546870488793,0.1834655172413793,10.612907212171175,-1.150491354177514,3.5224735645933682,5.5286172840471375,1.08550686494744,1.5900390088768817,41646.46382304216,460.4823163674353,8723.878321232682,14906.981026011328,143.2171457108962,3646.71777857184,18.38591194602409,27.76305780520327,0.021094879518072235,62.97502808896949,-0.11009120613989166,3.9846329451709406,12.71384551638803,0.8700621294393166,2.0520300046552706,34504.99213173223,577.0182206980372,13321.027441451859,12222.156229711693,147.07053257680937,5284.018973104271,-17.068869578002836,45.40011783222225,0.03163532763532759,1.7966034601414038
9,12.0,0.19554503676835516,-0.1071201582936138,0.29680546090773424,0.10002796036138316,0.08796299573191717,0.19032838025065357,1842.6211698482732,17.937493361679547,840.5698981965147,730.0975497062684,32.29154807623636,384.5035082595914,0.193294117647058,0.14355211335967227,-0.07138170090418026,0.3727840036837703,0.09874177764852457,0.08581748723327864,0.24118281593918017,1719.3427383447058,-8.705369282291812,1260.579553727886,692.896189269213,42.79193300562297,539.8893925846061,0.11688688524590167,39.515331551751096,0.21178384000506598,2.4830108134050772,8.426232675053079,0.6420870889655987,1.138483944608403,27312.079344155336,335.4336407364949,8990.778677665901,9777.409916155671,151.33812405321646,3523.2720578707404,29.300360824262352,79.57308588192849,0.031515719467956504,14.498090289597213,-1.1589909173269402,2.993256734950097,2.8257211295916496,0.5833053805115032,1.2026506274254163,19310.676243955477,177.59092227649737,13443.711985512999,6986.446351965683,163.9706453309647,5101.774781720589,1.9410841843877555,100.94527464784971,0.04021335807050095,1.6777433977129905
